job_id;crunchr_job_id;crunchr_employee_id;crunchr_person_id;crunchr_position_id;employee_id;position_id;first_name;last_name;gender;date_of_birth;date_in_service;date_in_position;fte;employee_status;employee_grade;title;position_grade;solid_line;dotted_line;business_unit_level0;business_unit_level1;business_unit_level2;business_unit_level3;functional_area_level0;functional_area_level1;functional_area_level2;functional_area_level3;location_level0;location_level1;location_level2;location_level3;contract_type;talent_status;potential;mobility;performance_status;retention_risk;retention_risk_reason;solid_line_layer;base_salary;currency;crunchr_reward_id;hire_type;leave_type;cost_center_level0;cost_center_level1;cost_center_level2;cost_center_level3;legal_entity_level0;legal_entity_level1;legal_entity_level2;legal_entity_level3
1530;;;;;1530;1530;Lim;Gowravaram;M;1983-11-22;2010-12-25;2014-09-30;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;792;627;Global;Sugar & Sweets;Chocolate;Milk Chocolate;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Rotterdam;Permanent;;Unknown;Unknown;Medium;Unknown;Unknown;;29358;EUR;;;;Global;24492;244922;;Sugar & Sweets Holding;Candy sugar store inc;;
1531;;;;;1531;1531;Isaac;Bernabé Vélez  ;M;1982-05-28;2013-10-10;2014-09-30;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;793;627;Global;Sugar & Sweets;Cakes;Wedding Cakes;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Almere;Permanent;;Low;;Medium;Low;Compensation;;29886;EUR;;;;Global;24492;244927;;Sugar & Sweets Holding;Candy sugar store inc;;
1532;;;;;1532;1532;Nikola;Gettelfinger;F;1975-10-26;1997-05-27;2012-04-03;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;793;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Distribution;;Global;North America;United States;New York City;Permanent;;Medium;Unknown;High;Unknown;Unknown;;29595;USD;;;;Global;24492;244921;;Sugar & Sweets Holding;Internet trading inc;;
1533;;;;;1533;1533;Simon;Knittle;M;1963-06-26;1991-01-25;2013-11-29;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;793;627;Global;Sugar & Sweets;Candy;Lollipops;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;Global;Unknown;Low;Compensation;;24762;EUR;;;;Global;24216;242165;;Sugar & Sweets Holding;Internet trading inc;;
1534;;;;;1534;1534;Wie;Xin;M;1954-03-21;1982-03-25;2012-07-05;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;793;627;Global;Sugar & Sweets;Chocolate;Milk Chocolate;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Almere;Permanent;;Medium;;Unknown;Unknown;Unknown;;28416;EUR;;;;Global;22794;227947;;Sugar & Sweets Holding;Candy sugar store inc;;
1535;;;;;1535;1535;Lucatz;El Sayed;M;1975-02-12;2002-12-29;2014-01-31;0.8;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;793;627;Global;Sugar & Sweets;Candy;Sour Candy;Global;Manufacturing;Distribution;;Global;Europe;Spain;Barcelona;Permanent;;Unknown;Global;Medium;None;None;;27917;EUR;;;;Global;24492;244922;;Sugar & Sweets Holding;Candy sugar store inc;;
1536;;;;;1536;1536;Diana;Sanchez;F;1994-07-09;2013-12-04;2014-06-29;1;Active;Hay Grade 14;Distribution Center Manager;Hay Grade 13;793;627;Global;Sugar & Sweets;Chocolate;White Chocolate;Global;Manufacturing;Distribution;;Global;Europe;United Kingdom;Manchester;Permanent;;Medium;Unknown;High;Unknown;Unknown;;28097;GBP;;;;Global;24216;242164;;Sugar & Sweets Holding;Candy sugar store inc;;
1537;;;;;1537;1537;Eufemia;Seven;F;1970-12-14;2002-11-04;2013-11-04;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;793;627;Global;Sugar & Sweets;Candy;Sour Candy;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Utrecht;Permanent;;Unknown;Regional;Medium;Unknown;Unknown;;26865;EUR;;;;Global;22794;227949;;Sugar & Sweets Holding;Sweet company inc;;
1538;;;;;1538;1538;Alex;Toth;M;1970-06-13;1993-10-10;2013-08-22;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;794;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Distribution;;Global;North America;United States;New York City;Permanent;;Low;Unknown;Low;Unknown;Unknown;;28123;USD;;;;Global;24216;242167;;Sugar & Sweets Holding;Internet trading inc;;
1539;;;;;1539;1539;Do;Mei-zhu;M;1972-12-31;1992-04-19;2012-05-13;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;794;627;Global;Sugar & Sweets;Candy;Sour Candy;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;The Hague;Permanent;;Unknown;Unknown;Medium;Unknown;Unknown;;28433;EUR;;;;Global;24492;244928;;Sugar & Sweets Holding;Internet trading inc;;
1540;;;;;1540;1540;Katerina;Denot;F;1964-06-04;2001-11-24;2013-03-15;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;794;627;Global;Sugar & Sweets;Icecream;Sorbet;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Almere;Permanent;Talent;High;Global;Low;Unknown;Unknown;;28106;EUR;;;;Global;22794;227949;;Sugar & Sweets Holding;Internet trading inc;;
1541;;;;;1541;1541;Paulino;Jin-guo;M;1968-05-09;1994-10-07;2014-09-30;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;794;627;Global;Sugar & Sweets;Icecream;Sorbet;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;The Hague;Unknown;;Low;Local;Medium;Unknown;Unknown;;25795;EUR;;;;Global;24216;242166;;Sugar & Sweets Holding;Internet trading inc;;
1542;;;;;1542;1542;Didier;Johnson;M;1952-01-04;1977-05-26;2012-04-11;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;794;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Utrecht;Permanent;;High;;Medium;High;Career;;29862;EUR;;;;Global;24492;244928;;Sugar & Sweets Holding;Sweet company inc;;
1543;;;;;1543;1543;Armaan;Erbil;M;1975-10-14;2002-12-08;2013-12-13;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;794;627;Global;Sugar & Sweets;Chocolate;Dark Chocolate;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Amsterdam;Permanent;Talent;High;Local;Medium;Unknown;Unknown;;27479;EUR;;;;Global;24492;244922;;Sugar & Sweets Holding;Candy sugar store inc;;
1544;;;;;1544;1544;Emilie;Emerson;F;1978-03-28;2005-07-27;2014-09-30;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;794;627;Global;Sugar & Sweets;Icecream;Sorbet;Global;Manufacturing;Distribution;;Global;Europe;Spain;Madrid;Permanent;;Unknown;Local;Medium;High;Other;;28323;EUR;;;;Global;22794;227947;;Sugar & Sweets Holding;Sweet company inc;;
1545;;;;;1545;1545;Bao;Pesseingimpel;M;1975-10-04;2014-02-05;2014-09-30;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;795;627;Global;Sugar & Sweets;Chocolate;White Chocolate;Global;Manufacturing;Distribution;;Global;North America;United States;New York City;Permanent;;Unknown;None;High;High;Manager;;28356;USD;;;;Global;24492;244921;;Sugar & Sweets Holding;Candy sugar store inc;;
1546;;;;;1546;1546;Canpolat;Madsen;M;1973-09-01;2008-08-15;2014-03-13;0.3;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;795;627;Global;Sugar & Sweets;Icecream;Sorbet;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;Unknown;Unknown;Unknown;Unknown;;27429;EUR;;;;Global;22794;227946;;Sugar & Sweets Holding;Internet trading inc;;
1547;;;;;1547;1547;Sugimoto;Wilson;M;1974-10-10;2003-02-02;2012-03-18;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;795;627;Global;Sugar & Sweets;Icecream;Sorbet;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Global;Medium;Unknown;Unknown;;24577;EUR;;;;Global;24216;242165;;Sugar & Sweets Holding;Sweet company inc;;
1548;;;;;1548;1548;Yuval;Novak;M;1987-02-04;2004-12-04;2014-09-30;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;795;627;Global;Sugar & Sweets;Candy;Bubbel Gum;Global;Manufacturing;Distribution;;Global;Europe;Spain;Bilbao;Permanent;;Medium;None;Medium;;;;26360;EUR;;;;Global;24492;244925;;Sugar & Sweets Holding;Candy sugar store inc;;
1549;;;;;1549;1549;David;Saadauri;M;1994-07-17;2011-03-24;2014-01-02;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;795;627;Global;Sugar & Sweets;Candy;Sour Candy;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;Local;Medium;Medium;Personal Circumstances;;25503;EUR;;;;Global;22794;227946;;Sugar & Sweets Holding;Sweet company inc;;
1550;;;;;1550;1550;Ferrol;Floray;M;1981-04-16;1997-03-07;2013-05-27;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;795;627;Global;Sugar & Sweets;Chocolate;White Chocolate;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;Unknown;Medium;Unknown;Unknown;;27584;EUR;;;;Global;24216;242162;;Sugar & Sweets Holding;Sweet company inc;;
1551;;;;;1551;1551;Thomas;Angermann;M;1977-02-08;1996-02-17;2014-09-30;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;795;627;Global;Sugar & Sweets;Candy;Sour Candy;Global;Manufacturing;Distribution;;Global;Europe;Spain;Barcelona;Permanent;;Medium;Unknown;Low;Unknown;Unknown;;28037;EUR;;;;Global;24492;244925;;Sugar & Sweets Holding;Candy sugar store inc;;
1552;;;;;1552;1552;Harrison;Zein;M;1978-10-16;2011-02-07;2014-08-09;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;796;627;Global;Sugar & Sweets;Candy;Caramel Candy;Global;Manufacturing;Distribution;;Global;North America;United States;San Francisco;Permanent;;Medium;Unknown;Medium;Low;Career;;24203;USD;;;;Global;24216;242166;;Sugar & Sweets Holding;Candy sugar store inc;;
1553;;;;;1553;1553;Tobias;Ashkenazi;M;1983-08-11;2014-03-06;2014-09-30;1;Active;Hay Grade 14;Distribution Center Manager;Hay Grade 13;796;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;Local;Unknown;Unknown;Unknown;;28623;EUR;;;;Global;24216;242161;;Sugar & Sweets Holding;Sweet company inc;;
1554;;;;;1554;1554;Carlos;Moullai;M;1979-08-21;2000-03-26;2013-09-27;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;796;627;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;Unknown;Medium;Low;Compensation;;29852;EUR;;;;Global;24492;244928;;Sugar & Sweets Holding;Candy sugar store inc;;
1555;;;;;1555;1555;Mo;van Broekmate  ;F;1986-06-06;2013-07-11;2014-09-30;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;796;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Rotterdam;Permanent;;Medium;None;Medium;Unknown;Unknown;;29992;EUR;;;;Global;24216;242167;;Sugar & Sweets Holding;Candy sugar store inc;;
1556;;;;;1556;1556;Muhammed;Labriola;M;1972-08-28;2003-07-06;2014-06-30;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;796;627;Global;Sugar & Sweets;Cakes;Fruit Cakes;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;The Hague;Permanent;;Unknown;Unknown;Low;Unknown;Unknown;;24424;EUR;;;;Global;22794;227946;;Sugar & Sweets Holding;Candy sugar store inc;;
1557;;;;;1557;1557;Zhaleh;Xiu-lan;F;1974-06-12;2000-09-25;2014-02-16;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;796;627;Global;Sugar & Sweets;Candy;Lollipops;Global;Manufacturing;Distribution;;Global;North America;United States;New York City;Permanent;;Medium;None;Medium;High;Career;;24171;USD;;;;Global;24492;244922;;Sugar & Sweets Holding;Candy sugar store inc;;
1558;;;;;1558;1558;Alejandro;Cooper;M;1968-06-30;1992-09-13;2013-09-06;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;796;627;Global;Sugar & Sweets;Cakes;Fruit Cakes;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;The Hague;Permanent;;Medium;Regional;High;None;None;;24808;EUR;;;;Global;24492;244925;;Sugar & Sweets Holding;Sweet company inc;;
1559;;;;;1559;1559;Zed;Bea;M;1981-01-17;2007-02-14;2012-07-02;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;797;627;Global;Sugar & Sweets;Candy;Sour Candy;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Amsterdam;Fixed Term;;Unknown;Local;Medium;Unknown;Unknown;;24747;EUR;;;;Global;24216;242165;;Sugar & Sweets Holding;Internet trading inc;;
1560;;;;;1560;1560;Tsugahara;Sowers;M;1968-03-02;2000-09-27;2013-05-12;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;797;627;Global;Sugar & Sweets;Chocolate;White Chocolate;Global;Manufacturing;Distribution;;Global;North America;United States;San Francisco;Permanent;;Medium;Unknown;Medium;Medium;Career;;24669;USD;;;;Global;24216;242169;;Sugar & Sweets Holding;Sweet company inc;;
1561;;;;;1561;1561;Kibris;Jackson;M;1973-10-01;1992-04-18;2013-07-17;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;797;627;Global;Sugar & Sweets;Candy;Chewy Candy;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;The Hague;Permanent;;Unknown;Unknown;High;Medium;Other;;27800;EUR;;;;Global;24216;242164;;Sugar & Sweets Holding;Candy sugar store inc;;
1562;;;;;1562;1562;Sarh;Vijayarangan;M;1977-12-08;2004-07-06;2014-09-30;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;797;627;Global;Sugar & Sweets;Icecream;Sorbet;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;Unknown;Medium;Medium;Other;;29360;EUR;;;;Global;24216;242165;;Sugar & Sweets Holding;Internet trading inc;;
1563;;;;;1563;1563;Saeed;Musavi;M;1978-11-16;2007-08-16;2014-09-30;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;797;627;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;Manufacturing;Distribution;;Global;North America;United States;New York City;Permanent;;Medium;Global;Medium;None;None;;25253;USD;;;;Global;24492;244924;;Sugar & Sweets Holding;Candy sugar store inc;;
1564;;;;;1564;1564;Pan;Racz;M;1968-01-26;1990-12-23;2013-11-07;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;797;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Distribution;;Global;Europe;United Kingdom;Manchester;Permanent;;Low;Unknown;Low;Low;Personal Circumstances;;29565;GBP;;;;Global;22794;227941;;Sugar & Sweets Holding;Sweet company inc;;
1565;;;;;1565;1565;Damla;Florent;F;1953-02-01;1982-07-26;2010-02-10;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;797;627;Global;Sugar & Sweets;Candy;Licorice;Global;Manufacturing;Distribution;;Global;Europe;United Kingdom;Manchester;Permanent;;Low;Local;Unknown;Unknown;Unknown;;29497;GBP;;;;Global;24216;242163;;Sugar & Sweets Holding;Internet trading inc;;
1566;;;;;1566;1566;Bumin;Luik;M;1969-06-28;2011-11-26;2014-06-02;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;798;627;Global;Sugar & Sweets;Candy;Sour Candy;Global;Manufacturing;Distribution;;Global;Europe;Spain;Madrid;Permanent;;Low;Unknown;Medium;Unknown;Unknown;;25154;EUR;;;;Global;24492;244925;;Sugar & Sweets Holding;Sweet company inc;;
1567;;;;;1567;1567;Adeela;Mangalwadi;F;1972-11-07;2005-02-17;2014-09-30;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;798;627;Global;Sugar & Sweets;Chocolate;Milk Chocolate;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Amsterdam;Permanent;Talent;Medium;Unknown;Low;None;None;;29442;EUR;;;;Global;22794;227949;;Sugar & Sweets Holding;Candy sugar store inc;;
1568;;;;;1568;1568;Goshtasb;Sesay;M;1986-03-03;2013-03-08;2013-06-11;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;798;627;Global;Sugar & Sweets;Chocolate;White Chocolate;Global;Manufacturing;Distribution;;Global;North America;United States;New York City;Temporary;;Medium;Unknown;High;Medium;Unknown;;24792;USD;;;;Global;24492;244923;;Sugar & Sweets Holding;Candy sugar store inc;;
1569;;;;;1569;1569;Madhur;Kluisjen   ;F;1978-05-03;2005-02-09;2014-09-30;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;798;627;Global;Sugar & Sweets;Candy;Lollipops;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Rotterdam;Permanent;;Medium;Local;Unknown;Unknown;Unknown;;29760;EUR;;;;Global;22794;227942;;Sugar & Sweets Holding;Sweet company inc;;
1570;;;;;1570;1570;Balivaka;Salgada Badillo  ;M;1964-11-13;1980-09-06;2013-01-27;0.6;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;798;627;Global;Sugar & Sweets;Chocolate;White Chocolate;Global;Manufacturing;Distribution;;Global;North America;United States;New York City;Permanent;;Medium;Global;Medium;Medium;Manager;;27610;USD;;;;Global;22794;227943;;Sugar & Sweets Holding;Candy sugar store inc;;
1571;;;;;1571;1571;Youness;Portillo;M;1977-01-28;2010-07-12;2014-03-15;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;798;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Almere;Permanent;;Low;Local;Medium;Medium;Personal Circumstances;;29990;EUR;;;;Global;24492;244925;;Sugar & Sweets Holding;Internet trading inc;;
1572;;;;;1572;1572;Luis-Fernando;Eekwiendels   ;M;1986-10-28;2011-12-09;2013-01-20;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;798;627;Global;Sugar & Sweets;Cakes;Fruit Cakes;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;Medium;Unknown;Unknown;;24769;EUR;;;;Global;22794;227942;;Sugar & Sweets Holding;Internet trading inc;;
1573;;;;;1573;1573;Leon;Pickens;M;1954-10-28;1990-02-12;2013-06-09;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;799;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Almere;Permanent;;High;Unknown;Medium;Unknown;Unknown;;27332;EUR;;;;Global;24492;244927;;Sugar & Sweets Holding;Sweet company inc;;
1574;;;;;1574;1574;William;Orsi;M;1978-09-17;2007-05-14;2014-09-30;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;799;627;Global;Sugar & Sweets;Candy;Bubbel Gum;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Amsterdam;Permanent;;Unknown;Local;Low;;;;24037;EUR;;;;Global;24492;244924;;Sugar & Sweets Holding;Sweet company inc;;
1575;;;;;1575;1575;Azeem;Laine;M;1973-10-14;1992-11-19;2014-06-06;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;799;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Amsterdam;Temporary;;Medium;;Medium;Unknown;Unknown;;27099;EUR;;;;Global;22794;227944;;Sugar & Sweets Holding;Sweet company inc;;
1576;;;;;1576;1576;Ludmilla;Harrison;F;1965-05-23;2002-09-01;2012-02-01;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;799;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Distribution;;Global;Europe;Spain;Madrid;Permanent;;High;None;Medium;High;Personal Circumstances;;24785;EUR;;;;Global;24492;244922;;Sugar & Sweets Holding;Candy sugar store inc;;
1577;;;;;1577;1577;Bayram;Lindberg;M;1975-02-12;2000-01-28;2014-09-30;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;799;627;Global;Sugar & Sweets;Candy;Lollipops;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;None;Unknown;Unknown;Unknown;;24034;EUR;;;;Global;24216;242169;;Sugar & Sweets Holding;Candy sugar store inc;;
1578;;;;;1578;1578;Fulbright;Gohmann;M;1974-06-15;1994-07-18;2014-09-30;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;799;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Distribution;;Global;North America;United States;New York City;Permanent;;Medium;Local;Medium;High;Compensation;;26953;USD;;;;Global;24492;244921;;Sugar & Sweets Holding;Sweet company inc;;
1579;;;;;1579;1579;Foday;Betts;M;1965-02-18;1993-04-29;2014-07-07;0.4;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;799;627;Global;Sugar & Sweets;Chocolate;Milk Chocolate;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Global;Low;Unknown;Unknown;;27032;EUR;;;;Global;22794;227946;;Sugar & Sweets Holding;Internet trading inc;;
1580;;;;;1580;1580;Daniel;Chong-kak;M;1977-11-12;2006-06-27;2014-06-16;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;800;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;The Hague;Permanent;;Unknown;Unknown;Medium;Unknown;Unknown;;29235;EUR;;;;Global;22794;227946;;Sugar & Sweets Holding;Candy sugar store inc;;
1581;;;;;1581;1581;Parker;Portillo;M;1983-01-15;2007-09-26;2014-01-30;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;800;627;Global;Sugar & Sweets;Candy;Hard Candy;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;Unknown;Medium;Unknown;Unknown;;24284;EUR;;;;Global;22794;227946;;Sugar & Sweets Holding;Candy sugar store inc;;
1582;;;;;1582;1582;Gong;Deirmenciolu;M;1991-12-10;2011-03-03;2014-08-01;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;800;627;Global;Sugar & Sweets;Chocolate;Dark Chocolate;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;None;Medium;;;;25785;EUR;;;;Global;22794;227945;;Sugar & Sweets Holding;Sweet company inc;;
1583;;;;;1583;1583;Marie;Michieka;F;1964-09-28;1995-06-13;2012-06-24;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;800;627;Global;Sugar & Sweets;Candy;Sour Candy;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Almere;Permanent;;Medium;;High;Low;Personal Circumstances;;25480;EUR;;;;Global;24216;242168;;Sugar & Sweets Holding;Sweet company inc;;
1584;;;;;1584;1584;Ivan;Yuan;M;1980-03-02;2013-09-17;2013-12-01;1;Active;Hay Grade 13;Distribution Center Manager;Hay Grade 13;800;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Distribution;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;Unknown;Medium;;;;27637;EUR;;;;Global;22794;227947;;Sugar & Sweets Holding;Internet trading inc;;
